coord,sciname,tile,label
"(3.892857142857143, 69.64285714285714)",Neisseria,0,1
"(4.490909090909091, 470.4727272727273)",Neisseria,0,4
"(5.590909090909091, 484.77272727272725)",Neisseria,0,5
"(7.62037037037037, 564.0555555555555)",Neisseria,0,6
"(4.205882352941177, 845.2941176470588)",Neisseria,0,8
"(5.409836065573771, 1017.4918032786885)",Neisseria,0,11
"(5.300884955752212, 1222.6637168141592)",Neisseria,0,12
"(6.798165137614679, 1362.0183486238532)",Neisseria,0,13
"(2.418181818181818, 1375.2363636363636)",Neisseria,0,14
"(4.164634146341464, 1446.1402439024391)",Neisseria,0,15
"(5.265625, 1570.703125)",Neisseria,0,16
"(3.6417910447761193, 1800.5820895522388)",Neisseria,0,18
"(3.7088607594936707, 1845.7088607594937)",Neisseria,0,19
"(3.9661016949152543, 1946.322033898305)",Rothia,0,20
"(9.440251572327044, 762.6666666666666)",Rothia,0,21
"(6.6068376068376065, 1262.162393162393)",Neisseria,0,22
"(5.330645161290323, 1473.6451612903227)",Neisseria,0,23
"(6.163265306122449, 166.73469387755102)",Neisseria,0,24
"(7.083333333333333, 275.99305555555554)",Neisseria,0,25
"(7.333333333333333, 599.6333333333333)",Neisseria,0,27
"(5.292307692307692, 722.1384615384616)",Rothia,0,28
"(8.731707317073171, 801.4146341463414)",Rothia,0,29
"(7.338028169014085, 923.3028169014085)",Neisseria,0,30
"(6.652631578947369, 1242.7157894736843)",Neisseria,0,31
"(6.043478260869565, 1301.4347826086957)",Neisseria,0,32
"(8.083333333333334, 1580.107142857143)",Neisseria,0,33
"(14.028248587570621, 1781.225988700565)",Neisseria,0,34
"(8.533898305084746, 1815.5)",Neisseria,0,35
"(8.205479452054794, 128.1095890410959)",Neisseria,0,36
"(6.269230769230769, 457.03846153846155)",Neisseria,0,37
"(16.760563380281692, 582.2676056338029)",Neisseria,0,38
"(5.884615384615385, 647.2692307692307)",Neisseria,0,39
"(5.484848484848484, 684.4141414141415)",Neisseria,0,41
"(9.708791208791208, 706.0879120879121)",Rothia,0,42
"(11.838926174496644, 741.4429530201343)",Rothia,0,43
"(7.541935483870968, 865.7096774193549)",Neisseria,0,44
"(9.448275862068966, 990.2672413793103)",Neisseria,0,45
"(7.2682926829268295, 52.01219512195122)",Neisseria,0,46
"(8.681818181818182, 101.05194805194805)",Neisseria,0,47
"(10.76086956521739, 1110.8260869565217)",Neisseria,0,48
"(7.265625, 1275.046875)",Neisseria,0,49
"(9.275862068965518, 1294.051724137931)",Neisseria,0,50
"(12.787037037037036, 1419.3009259259259)",Neisseria,0,51
"(9.652631578947368, 1557.2631578947369)",Neisseria,0,52
"(12.116959064327485, 1591.438596491228)",Neisseria,0,53
"(12.895705521472392, 1613.920245398773)",Rothia,0,54
"(10.433962264150944, 499.10377358490564)",Neisseria,0,55
