coord,sciname,tile,label
"[2.816666666666667, 792.5]",Capnocytophaga,0,1
"[3.5970149253731343, 807.0597014925373]",Capnocytophaga,0,2
"[7.475, 1046.9875]",Corynebacterium,0,3
"[5.92, 1060.74]",Corynebacterium,0,4
"[9.5, 1133.4558823529412]",Corynebacterium,0,8
"[13.414285714285715, 1089.7857142857142]",Corynebacterium,0,12
"[16.728571428571428, 1145.857142857143]",Corynebacterium,0,13
"[18.15686274509804, 1077.0980392156862]",Corynebacterium,0,14
"[20.495726495726494, 1061.1025641025642]",Selenomonas,0,19
"[22.555555555555557, 820.716049382716]",Corynebacterium,0,21
"[22.87912087912088, 1047.7252747252746]",Pasteurellaceae,0,23
"[24.291666666666668, 1104.1145833333333]",TM7,0,26
"[24.903846153846153, 1128.2692307692307]",Selenomonas,0,28
"[27.846153846153847, 1135.923076923077]",Porphyromonas,0,30
"[34.41095890410959, 1081.2191780821918]",Capnocytophaga,0,34
"[37.67455621301775, 816.5621301775147]",Corynebacterium,0,35
"[43.526315789473685, 1054.9924812030076]",Selenomonas,0,36
"[37.6, 1098.411111111111]",Pasteurellaceae,0,38
"[61.20987654320987, 1866.2962962962963]",Prevotella,0,50
"[70.57, 1600.31]",Veillonella,0,52
"[75.27272727272727, 1882.4772727272727]",Prevotella,0,53
"[71.32786885245902, 1869.7704918032787]",Prevotella,0,57
"[76.08888888888889, 1899.1407407407407]",Corynebacterium,0,59
"[77.203125, 1517.125]",Selenomonas,0,60
"[81.44736842105263, 1531.0526315789473]",Leptotrichia,0,62
"[84.7109375, 1792.828125]",Leptotrichia,0,64
"[89.47872340425532, 1511.1489361702127]",Corynebacterium,0,65
"[88.33636363636364, 1866.581818181818]",Treponema,0,66
"[91.27118644067797, 1238.2033898305085]",Streptococcus,0,68
"[91.42105263157895, 1777.2565789473683]",Leptotrichia,0,72
"[94.50943396226415, 1885.0188679245282]",Prevotella,0,73
"[93.6989247311828, 1261.9032258064517]",Treponema,0,75
"[92.31481481481481, 1480.5555555555557]",Corynebacterium,0,76
"[94.5, 1497.3461538461538]",Selenomonas,0,77
"[99.78651685393258, 1898.438202247191]",Prevotella,0,80
"[101.7536231884058, 1270.0579710144928]",Leptotrichia,0,83
"[104.14814814814815, 1524.648148148148]",Corynebacterium,0,84
"[102.5, 1864.415254237288]",TM7,0,85
