coord,sciname,tile,label
"[2.632183908045977, 33.42528735632184]",Capnocytophaga,0,1
"[5.96875, 73.72916666666667]",TM7,0,2
"[5.025, 116.35]",Treponema,0,3
"[6.569620253164557, 141.22784810126583]",Veillonella,0,4
"[5.935064935064935, 225.8181818181818]",Porphyromonas,0,5
"[6.985915492957746, 257.0]",TM7,0,6
"[6.637931034482759, 274.58620689655174]",TM7,0,7
"[6.549019607843137, 317.9019607843137]",Treponema,0,8
"[6.859375, 425.953125]",Pasteurellaceae,0,11
"[13.802919708029197, 438.91970802919707]",Selenomonas,0,12
"[5.883720930232558, 542.2209302325581]",Treponema,0,13
"[6.342105263157895, 713.5921052631579]",Porphyromonas,0,15
"[5.862068965517241, 766.2298850574713]",Streptococcus,0,16
"[7.219512195121951, 804.9634146341464]",Lautropia,0,17
"[12.019108280254777, 982.5859872611464]",Treponema,0,20
"[6.623655913978495, 1009.236559139785]",Lautropia,0,21
"[2.0833333333333335, 1036.6666666666667]",Rothia,0,22
"[5.456140350877193, 1051.5438596491229]",Veillonella,0,23
"[10.293785310734464, 1109.8079096045199]",Treponema,0,24
"[4.693333333333333, 1131.9066666666668]",Streptococcus,0,25
"[9.175757575757576, 1158.8484848484848]",Treponema,0,26
"[5.114285714285714, 1233.5428571428572]",Lautropia,0,27
"[7.514285714285714, 1284.2952380952381]",Veillonella,0,28
"[5.5964912280701755, 1355.5438596491229]",Gemella,0,31
"[9.760683760683762, 1442.7350427350427]",Porphyromonas,0,32
"[4.566666666666666, 1458.7666666666667]",Streptococcus,0,33
"[6.287878787878788, 1586.2878787878788]",Treponema,0,35
"[2.2884615384615383, 1693.4807692307693]",Veillonella,0,39
"[5.954545454545454, 1758.590909090909]",Gemella,0,40
"[5.46875, 1771.5208333333333]",Veillonella,0,41
"[9.69811320754717, 1858.6792452830189]",Treponema,0,42
"[5.6923076923076925, 1879.5846153846153]",Streptococcus,0,43
"[4.663157894736842, 1895.463157894737]",Veillonella,0,44
"[4.388888888888889, 397.6111111111111]",Veillonella,0,50
"[7.911764705882353, 621.1470588235294]",Selenomonas,0,53
"[5.84, 1379.74]",Treponema,0,56
"[7.325, 1813.3625]",Treponema,0,58
"[8.359223300970873, 1928.009708737864]",Selenomonas,0,59
"[6.966101694915254, 486.22033898305085]",Gemella,0,64
"[10.427350427350428, 819.6581196581196]",Lautropia,0,67
"[9.300970873786408, 854.4757281553398]",Treponema,0,68
"[5.945454545454545, 1203.8545454545454]",TM7,0,70
"[7.3164556962025316, 1402.1898734177216]",Treponema,0,71
"[9.625, 193.4625]",Veillonella,0,75
"[9.10135135135135, 292.68243243243245]",Veillonella,0,76
"[10.15929203539823, 381.21238938053096]",Gemella,0,78
"[8.705882352941176, 554.2941176470588]",TM7,0,80
"[9.571428571428571, 643.3214285714286]",Treponema,0,81
"[14.266129032258064, 1063.0483870967741]",Streptococcus,0,84
"[7.7, 1598.9285714285713]",Treponema,0,87
"[7.753846153846154, 1745.4923076923078]",Treponema,0,88
"[9.916666666666666, 1801.1666666666667]",Veillonella,0,90
"[11.157303370786517, 1911.9550561797753]",Treponema,0,92
"[9.396825396825397, 59.46031746031746]",Veillonella,0,94
"[8.614035087719298, 461.8070175438597]",Gemella,0,97
"[9.20253164556962, 502.253164556962]",Selenomonas,0,98
"[10.029850746268657, 632.3731343283582]",TM7,0,100
"[14.081818181818182, 945.2181818181818]",Neisseriaceae,0,101
"[8.816666666666666, 1504.6]",Veillonella,0,103
"[9.65079365079365, 1565.4603174603174]",Leptotrichia,0,104
"[8.421052631578947, 1631.1052631578948]",Streptococcus,0,105
"[10.051724137931034, 1733.2068965517242]",Veillonella,0,106
"[9.5, 1868.5]",Treponema,0,107
"[10.48, 165.28]",Treponema,0,109
"[10.107142857142858, 885.0535714285714]",Campylobacter,0,112
"[9.448275862068966, 1487.0]",Treponema,0,115
"[11.879310344827585, 723.6206896551724]",TM7,0,123
"[10.706666666666667, 782.44]",Actinomyces,0,124
"[13.969072164948454, 1079.4432989690722]",Gemella,0,127
"[12.205882352941176, 1365.1323529411766]",Streptococcus,0,128
"[13.651685393258427, 1416.191011235955]",Treponema,0,129
"[18.633093525179856, 30.92086330935252]",Veillonella,0,132
"[13.428571428571429, 246.41071428571428]",Veillonella,0,134
"[13.982456140350877, 568.6578947368421]",Treponema,0,135
"[13.277777777777779, 1128.2037037037037]",Actinomyces,0,137
"[12.711538461538462, 1256.6153846153845]",Actinomyces,0,138
"[15.884210526315789, 1575.4526315789474]",Selenomonas,0,139
"[13.238095238095237, 1655.3809523809523]",Veillonella,0,140
"[12.661290322580646, 663.8387096774194]",Gemella,0,142
"[13.23913043478261, 836.7282608695652]",Neisseriaceae,0,143
"[15.484848484848484, 927.040404040404]",Streptococcus,0,144
"[14.753623188405797, 963.5217391304348]",Gemella,0,145
"[11.81132075471698, 1177.4528301886792]",Gemella,0,146
"[13.079365079365079, 1517.3809523809523]",Selenomonas,0,147
"[13.265822784810126, 1547.2911392405063]",Gemella,0,148
"[16.58888888888889, 1610.4555555555555]",Veillonella,0,149
"[14.91044776119403, 698.3731343283582]",Treponema,0,153
"[16.236559139784948, 760.8279569892474]",Treponema,0,154
"[18.08080808080808, 1624.0707070707072]",Treponema,0,155
"[17.280898876404493, 1644.2359550561798]",Streptococcus,0,156
"[15.24742268041237, 1695.2886597938145]",Veillonella,0,157
"[17.10891089108911, 106.85148514851485]",Treponema,0,158
"[20.127659574468087, 125.95744680851064]",Treponema,0,159
"[16.60747663551402, 211.44859813084113]",Veillonella,0,161
"[20.40566037735849, 315.83962264150944]",Treponema,0,162
"[23.33050847457627, 511.0762711864407]",Streptococcus,0,163
"[18.584269662921347, 741.1460674157304]",Capnocytophaga,0,165
"[16.369565217391305, 899.7282608695652]",Gemella,0,166
"[16.159420289855074, 1220.0]",Gemella,0,167
"[15.575, 1300.575]",Veillonella,0,168
"[16.22077922077922, 1335.6233766233765]",Treponema,0,170
"[16.989795918367346, 90.12244897959184]",Treponema,0,175
"[18.867346938775512, 1143.469387755102]",TM7,0,178
"[16.527272727272727, 1207.3090909090909]",Treponema,0,179
"[18.373493975903614, 1239.0]",Neisseriaceae,0,180
"[16.796296296296298, 1684.5925925925926]",Veillonella,0,183
"[17.433333333333334, 679.3222222222222]",Veillonella,0,185
"[18.321428571428573, 916.9821428571429]",Lautropia,0,186
"[18.903614457831324, 1088.301204819277]",Selenomonas,0,188
"[19.243478260869566, 1785.3304347826088]",Gemella,0,192
"[19.192307692307693, 714.2692307692307]",Lautropia,0,196
"[18.914285714285715, 992.4857142857143]",Treponema,0,197
"[18.671641791044777, 1720.4776119402984]",Treponema,0,203
"[23.0, 74.1953125]",Veillonella,0,204
"[18.603448275862068, 146.5]",Selenomonas,0,205
"[21.897435897435898, 418.52991452991455]",Treponema,0,206
"[22.346153846153847, 1449.6153846153845]",Capnocytophaga,0,209
