coord,sciname,tile,label
"(2.466666666666667, 8.683333333333334)",Rothia,0,1
"(3.3055555555555554, 60.638888888888886)",Fusobacterium,0,2
"(4.276422764227642, 168.739837398374)",Prevotella,0,3
"(4.30379746835443, 217.60759493670886)",Rothia,0,4
"(3.5522388059701493, 232.7910447761194)",Rothia,0,5
"(4.344827586206897, 305.3103448275862)",Fusobacterium,0,6
"(9.609929078014185, 384.79432624113474)",Fusobacterium,0,7
"(2.8823529411764706, 466.70588235294116)",Fusobacterium,0,8
"(9.093457943925234, 478.8317757009346)",Veillonella,0,9
"(4.254545454545455, 505.4727272727273)",Fusobacterium,0,10
"(4.9576271186440675, 584.6949152542373)",Prevotella,0,12
"(3.3333333333333335, 614.0925925925926)",TM7,0,13
"(8.37190082644628, 634.7438016528926)",TM7,0,15
"(3.984848484848485, 649.7272727272727)",Prevotella,0,16
"(6.792079207920792, 665.5148514851485)",TM7,0,17
"(4.783333333333333, 730.95)",TM7,0,19
"(4.084745762711864, 750.3728813559322)",Gemella,0,20
"(2.9454545454545453, 786.8545454545455)",Prevotella,0,21
"(3.274193548387097, 812.6774193548387)",Actinomyces,0,22
"(2.759259259259259, 900.5555555555555)",Gemella,0,23
"(6.395348837209302, 942.6395348837209)",Fusobacterium,0,24
"(3.3, 961.66)",Streptococcus,0,25
"(5.867924528301887, 1067.6603773584907)",Prevotella,0,27
"(2.9, 1094.82)",Gemella,0,28
"(2.984848484848485, 1128.3484848484848)",Actinomyces,0,29
"(2.0, 1165.575)",Lautropia,0,30
"(6.066666666666666, 1196.752380952381)",Lautropia,0,31
"(4.15, 1413.9)",Fusobacterium,0,32
"(3.6610169491525424, 1446.8813559322034)",Prevotella,0,33
"(3.65625, 1574.015625)",Lautropia,0,35
"(6.2592592592592595, 1597.5185185185185)",Prevotella,0,36
"(6.15, 1617.1357142857144)",Prevotella,0,37
"(6.632352941176471, 1748.5588235294117)",Neisseriaceae,0,38
"(2.838709677419355, 1815.5)",Lautropia,0,40
"(3.3666666666666667, 1865.7833333333333)",Streptococcus,0,41
"(5.795454545454546, 1927.8181818181818)",Capnocytophaga,0,42
"(4.088235294117647, 1957.6617647058824)",Lautropia,0,43
"(3.0, 2039.4285714285713)",Fusobacterium,0,45
"(5.116666666666666, 261.85)",TM7,0,47
"(6.178082191780822, 276.13698630136986)",TM7,0,48
"(7.342105263157895, 602.9736842105264)",TM7,0,49
"(7.53921568627451, 1390.6960784313726)",Lautropia,0,51
"(7.954545454545454, 90.27272727272727)",Leptotrichia,0,53
"(6.5, 187.5)",Veillonella,0,54
"(11.852173913043478, 987.704347826087)",Veillonella,0,56
"(8.441441441441441, 1079.990990990991)",Actinomyces,0,57
"(6.071428571428571, 1371.1142857142856)",Actinomyces,0,58
"(7.6438356164383565, 1495.4109589041095)",Lautropia,0,59
"(7.385542168674699, 1517.1084337349398)",Prevotella,0,60
"(10.384615384615385, 1844.7230769230769)",Lautropia,0,61
"(7.531914893617022, 1980.212765957447)",Fusobacterium,0,62
"(7.607142857142857, 201.08928571428572)",Rothia,0,64
"(9.712765957446809, 318.48936170212767)",Rothia,0,65
"(11.412162162162161, 691.3851351351351)",Rothia,0,68
"(7.972972972972973, 856.4054054054054)",Rothia,0,69
"(10.325581395348838, 1116.0)",Prevotella,0,70
"(8.826530612244898, 1145.469387755102)",Actinomyces,0,71
"(13.753731343283581, 1277.2835820895523)",Prevotella,0,72
"(8.415254237288135, 1337.2457627118645)",Prevotella,0,73
"(8.017241379310345, 1455.0172413793102)",Lautropia,0,75
"(9.705128205128204, 1716.320512820513)",Prevotella,0,76
"(8.660550458715596, 1763.7431192660551)",Prevotella,0,77
"(8.27450980392157, 2017.450980392157)",Lautropia,0,78
"(10.882352941176471, 342.1294117647059)",TM7,0,79
"(9.6, 494.5571428571429)",Fusobacterium,0,80
"(12.5375, 542.675)",Rothia,0,81
"(9.80281690140845, 1307.8028169014085)",Prevotella,0,82
"(11.873563218390805, 1358.1379310344828)",Porphyromonas,0,83
"(9.73076923076923, 1671.576923076923)",Prevotella,0,85
"(12.161290322580646, 152.11827956989248)",Gemella,0,86
"(11.184873949579831, 361.6386554621849)",TM7,0,88
"(15.317460317460318, 890.8888888888889)",Prevotella,0,89
"(11.194444444444445, 973.5)",Prevotella,0,90
"(12.875, 1029.4375)",Prevotella,0,91
"(10.80281690140845, 1226.3521126760563)",Lautropia,0,92
"(12.07, 1262.18)",Actinomyces,0,93
"(10.0, 911.0877192982456)",Prevotella,0,94
"(13.425925925925926, 1178.1574074074074)",Lautropia,0,95
"(12.928571428571429, 1290.7619047619048)",Lautropia,0,96
"(12.691176470588236, 46.279411764705884)",Actinomyces,0,97
"(15.50344827586207, 402.41379310344826)",Rothia,0,99
"(13.181818181818182, 744.4415584415584)",Prevotella,0,100
"(12.357142857142858, 1016.5285714285715)",Actinomyces,0,101
"(11.940298507462687, 1469.1940298507463)",Veillonella,0,102
"(12.627450980392156, 1556.3431372549019)",Leptotrichia,0,103
"(13.031578947368422, 1793.042105263158)",Prevotella,0,104
"(13.222222222222221, 75.68518518518519)",Streptococcus,0,105
"(13.128571428571428, 249.17142857142858)",Rothia,0,106
"(13.573170731707316, 836.7073170731708)",Leptotrichia,0,107
"(13.31578947368421, 873.5394736842105)",Prevotella,0,108
"(14.771428571428572, 1206.8857142857144)",Lautropia,0,110
"(13.37037037037037, 1699.5802469135801)",Actinomyces,0,111
"(14.45679012345679, 1947.5925925925926)",Actinomyces,0,112
"(15.51388888888889, 9.847222222222221)",Streptococcus,0,114
"(13.472727272727273, 450.4)",Rothia,0,116
"(15.972222222222221, 567.5416666666666)",Fusobacterium,0,117
"(16.923076923076923, 804.2564102564103)",Prevotella,0,118
"(17.462962962962962, 821.0277777777778)",Porphyromonas,0,119
"(17.8, 1002.5571428571428)",Prevotella,0,120
"(13.54, 2031.86)",Prevotella,0,125
"(14.986666666666666, 296.25333333333333)",Rothia,0,126
